id;name;RA;Decl;V_mag;R_star;M_star;Priority;SpcType;comments;period;period_error;t0;t0_error;depth;duration;Rs_a;Mp;Rp;filler;public;tess;required_observations;done;t0_sg1;t0_error_sg1;period_sg1;period_error_sg1;duration_sg1;duration_error_sg1;Rp_sg1;comments_sg1;depth_sg1;plan_observations;rv_interested;master_disposition;publication_status_sg1;predicted_K_sg2;Teq_sg2;Teff_GAIA_sg2;insolation_sg2;observations;stellar_density
465;"TOI01811.01";188.922375;27.214377777778;11.966;0;0;5;;"EPHEMERIS ERROR: 3 min Transit confirmed on target. Observe with maximum precision in mind Submitted to TFOp June 2021 Report: Tc: 2459371.431407 ± 0.0002157 T14: 0.08215 ± 0.00054 days A deep achromatic transit is detected on target.";3.713073;0;2458899.871579;0;0;0.0830644;0;0;0;0;1;1;1;"Yes";2458899.8716;0.0004;3.713073;9.4E-5;0.083064375;0.024817;11.9;"CarlZ analyzed a full on 20200423 in 0m4 ip and confirmed an on-time 17 ppt transit in a 5.1" uncontaminated target aperture. Pablo Lewin analyzed a full on 20200423 in 0m4 ip and detected a 17 transit on target. John Kielkopf observed a full on 20200427 in ULMT ip and confirmed an on-time 20 ppt transit on target. Denise Stephens observed a full on 20200427 in R and detected an ~on-time, ~20 min short, ~18 ppt transit in an uncontaminated 7.5" target aperture. CarlZ observed a near full with long pre-OOT on 20200508 in DSW gp and detected an on-time roughly 15 ppt transit. Denise Stephens and Eric Hintz observed a full on 20200508 in B and detected a 16 ppt transit in a 7 pixel (6.6") aperture. Phil Evans observed a full on 20200512 in B-filter and detected a few min late, few min short, 17 ppt transit in an uncontaminated 7" target aperture. KarenC and TianjunG observed a (cloudy) full on 20200519 in alternating B and zs and detected 18 ppt events in both bands. Peyton Brown analyzed a full on 20200511 in 0m4 gp and detected an on-time ~18 ppt transit on target. Kim McLeod analyzed focused fulls from 20210225 in 1m0 B+zs and detected 14 min late ~14 ppt transits in both filters. [P=3.713073] Felipe and the MuSCAT2 team observed a full on 20210605 in gp,rp,ip,zs and detected an on-time 18 ppt achromatic transit on target. No more observations will be included in the paper.";17975;1;"Helium 10830 target, TRES(12, Rodriguez, submiited)";"P";"Joey Rod. Confirmation Submitted";47.1;987;4711;157.7;2;
1919;"TOI05401.01";189.5184;3.2824444444444;6.3;;;2;;;6.8291029;;2458930.89446;;815;9.878;;;;0;;1;1;"No";2458930.8945;0.0005;6.8291029;8.5E-6;0.4115894691;0.09387375;12.9;"[P=6.8292235] evolved host; centroid offset consistent with brightness of star; The two TRES observations yield a velocity offset of 6.09 km/s that is in phase with the photometric ephemeris and is consistent with a companion close to the substellar limit, depending on the mass of the primary star, which is hot and rotating very rapidly. Update from spoc-s14-s50-b0A-PC. [P=6.8291029] Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";815;1;"TRES(46, Latham & Nino), Ondrejov (10, KESPRINT-Gandolfi & Lomnica)";"PC";;21.07;3058;9427;14525.5;0;
602;"TOI01835-F";189.83920833333;20.027338888889;8.4;0;0;5;;"Enric: Snapshot filler (10 min/night) for the program for joint RV+photometric followup of K stars";0;0;0;0;0;0;0;0;0;1;1;;40;"Yes";;;;;;;;;;;;;;;;;;46;
1222;"Dummy_1835";189.83920833333;20.027338888889;8.4;0;0;3;;"Dummy test planet to test visibility";9.1136697;0;2459640.1;0;0;0.128625;0;0;0;0;;;1;"No";;;;;;;;;;;;;;;;;;0;
493;"TOI01835.01";189.83920833333;20.027338888889;8.4;0;0;5;;"Rafa: Multi planet. Very interested planet to be proposed for CARMENES Period may be different, the transit at TJD 1932.8 and 1938.4 appears to be similar in depth and duration, the transit at TJD 1944.0 is coincident with a momentum dump, and can't be recovered from the data. There are three more possible single events near 1937.9, 1947.5 and 1949.0. The 1949.0 event (in report for candidate .02) has the largest depth. Observed on 04/03/2022. Report: The i-band CCD had connection issues and could not be used. We used Star ID 1 as reference since Star ID 2 had issues with its photometry. We have a tentative transit detection on target. The blend analysis was done with Star ID 2 since is the only star outside TESS aperture but due to the photometry issues is useless. Observed on 07/06. Report: The observations were affected by clouds, CCD1 presented issues according to the End of night report. The transit could not be fitted and there is a chance we missed the transit according to the ephemeris; it could be that the observations were planned with an old ephemeris. Data are useless.";5.64196;0;2458932.763635;0;0;0.128;0;0;0;0;1;1;1;"Yes";2458932.7636;0.0022;5.64196;0.001147;0.12863125;0.425696;1.8;"period may be different, the transit at TJD 1932.8 and 1938.4 appears to be similar in depth and duration, the transit at TJD 1944.0 is coincident with a momentum dump, and can't be recovered from the data. There are three more possible single events near 1937.9, 1947.5 and 1949.0. The 1949.0 event (in report for candidate .02) has the largest depth.; Bob Massey and KarenC analyzed a full (e-294/i+249 min;-2.8/2.3σ) on 20210325 in 1m0 zs and did not detect a clear 0.5 ppt event on target with airmass detrending, but the precision is not good enough to rule out the event (and there could be a shallow event without detrending). Forthcoming paper sorts out multiplanet system.";544;1;"CARMENES-Nowak, HARPS-N-Nowak, HARPS-N-Palle, CARMENES-Luque, HARPS-N/CARMENES (Osborn)";"CPC";"Rafael Luque, Hugh Osborne Confirmation/ Validation In Prep.";1.53;922;5340;120.07;3;
1648;"TOI01835.02";189.8396;20.027788888889;8.4;;;5;;;99999.99;;2458937.873023;;886;3.945;;;;0;;1;1;"Yes";2458937.873;0.0022;99999.99;0.01;0.16439375;0.183823;2.5;"potential multi; other dips in the light curve; likely single transit; Forthcoming paper sorts out multiplanet system.";886;;;"STPC";"Rafael Luque, Hugh Osborne Confirmation/ Validation In Prep.";0.22;76;5340;0;1;
486;"SDSSJ1240";190.24179166667;-1.9886666666667;16.8;0;0;5;;"Requested by Keisuke Isogai. A hydrogen-deficient dwarf nova which showed a first-ever recorded outburst at least in 20 years. The object should show small amplitude variability (0.01 mag). 2 times of 40+ min observations are requested. See the request e-mail for comparison stars and setup.";0;0;0;0;0;0;0;0;0;2;1;;2;"Yes";;;;;;;;;;;;;;;;;;2;
1225;"TOI05486.01";190.5495;3.7886;14.297;0;0;5;;"M&Ms target Observed on 27/05. Report: We detect a transit event on target. The transit seems to be flat-bottomed and achromatic. I removed some points at the end of the observations since they looked affected by vignetting although I'm not 100% sure. This is an M star (Rstar = 0.55 Rsun, Teff = 3654 K, V = 14.3 mag, J = 10.98 mag), is kind of faint so maybe no RV follow-up can be done, For M2 Validation paper Observed on 12 Feb. 2023 Report: We detect an achromatic transit event on target. The transit seems to occur slightly earlier than the prediction. This is an M star (Teff = 3654K, V = 14.3 mag) and according to the M star spreadsheet it is part of Alberto's validation paper.";2.0247106;0;2459577.679865;0;0;0.0563333;0;0;0;0;1;1;1;"Yes";2459577.6799;0.0015;2.0246887;8.7E-6;0.05633333333;0.204;3.8;"[P=2.0247106] found in faint-star QLP search; Gabrielle Ross, Andrew Vanderburg, and Zoe de Beurs used ZTF to check the PC status of TIC 291109653 (T14) and cleared the field to 2.5' for obvious NEBs. CHowie Relles/ LCO-CTIO-1m0 analyzed a full on 20240330 in ip and detected a ~13 min. early ~4.4 ppt [(Rp/R*)²: 3.8 ppt] event using an uncontaminated 3.9" target aperture. [P=2.0246887]. Rick Schwarz/ Khalid Barkaoui/ LCO-HAL-M3/ analyzed a defocused (4.0) full on 20250101 in gp-rp-ip-zs and detected an ~on-time ~4.2 ppt (average; (Rp/R*)²: 3.3, 3.5, 3.9, & 3.5 ppt) event using uncontaminated 6.1" to 6.9" target apertures. The validation paper data analysis is complete, so additional data may not be included in the initial validation paper.";4160;1;"NIRPS-GTO";"VPC+";"Emma Esparza-Borges Validation In Prep.";10.57;818;3647;74.5;3;
2624;"TOI06661.01";190.76945;61.601911111111;12.38;;;3;;;10.5789534;;2459425.1957;;1531;2.84;;;;0;;1;1;"Yes";2459425.1957;0.0031;10.5789534;0.0002139;0.1185174797;0.60014415;3;"low MES; CTOI from Samuel Grunblatt; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";1531;;;"PC";;2.96;725;5083;45.9;1;
1984;"TOI05662.01";191.08560416667;5.6884333333333;13.8;;;5;;"observed on the 4th of March. 2024 Report: We do not detect the transit event with significance, the transit is shallow and we have a short pre- and post-transit baseline. We can rule out 6 stars as EBs with deep transits in the observed window.";2.3144207;;2459689.673073;;1720;1.402;;;;0;1;1;1;"Yes";2459689.6731;0.003;2.3143963;1.77E-5;0.05841666667;0.244;2.7;"[Has a 1" neighbor] found in faint-star QLP search; K. Barkaoui/LCO-SAAO-1m0 analyzed a full on 20220607 in ip and detected ~1.4 ppt event using a 3.5" target aperture contaminated with T2 (T=14.8, dT=2.9, r=1.1"). Felipe Murgas/ MuSCAT2 observed a full on 20240304 in gp, rp, ip, zs and probably detected a ~10 min. early ~4.8, 3.2, 2.3, 2.3 ppt event using a contaminated 10.9" target aperture (T2: dT=3.0, r=1.2" N). [P=2.3143963] On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.";1720;1;"NIRPS-GTO";"VPC-";;5.31;823;3750;76.3;1;
473;"GJ486b";191.97083333333;9.7588888888889;11.4;0;0;5;"M3";"Enric. Possible CARMENES target [Suggested setting] FOV: https://drive.google.com/open?id=1Kod-6-EHnlMdX_2DuK830bVzkQiYVg1D Rot: -35 deg Focus: defocus Comments: The star at 5’ south is a red star, and is the brightest in i and z bands (z=11.8) but still 2.6 mag fainter than the target in z-band. The star at 3’ NE is a binary with a sep~6”, but could be used as a single comparison star defocusing.";1.46713;0;2458928.2252;0;2000;0.05;0;0;0;0;1;1;3;"No";;;;;;;;;;;;;;;;;;2;
1647;"TOI01827.01";191.98569583333;9.7494194444444;11.4;;;5;;;1.467147;;2458928.225191;;1600;1.007;;;;0;;1;1;"Yes";2458928.2252;0.0006;1.467147;5.2E-5;0.04197204167;0.25;1.3;"[P=1.4671260, uP=0.00005] Planet candidate orbiting a high proper motion Mdwarf - GJ 486. The TIC ID has a duplicate with the same coordinate and V mag in the TIC. KarenC observed a full with no pre-OOT on 20200507 in 0m4 gp and did not detect an obvious 1.5 ppt event on-target. John Kielkopf observed an ingress (with some post meridian flip post-OOT) on 20200507 in CDK20N rp. Possible detection of ~4 ppt event, but airmass detrending on the pre-OOT removes most of the event too. Inconclusive. KarenC observed an ingress +40% (before being completely clouded out) on 20200508 in 1m0 zs and Y. The skies were rough and completely clouded out just before predicted mid-transit. There is no obvious on-time transit, but the transit is not ruled out either given the conditions.TG Tan observed a full on 20200508 in Rc and possibly detected a ~2ppt event ~7mins early in an uncontaminated 7.4" aperture.The field was cleared. KarenC observed a defocused full on 20200515 in zs and detected a ~9 min early ~1.8 ppt transit in the uncontaminated 9.7" target aperture (FWHM=7.2"). [P=1.466969] RickS analyzed fulls on 20200519 and 20200524 in 1m0 Y. No comps, inconclusive. RickS and KarenC observed a defocused full on 20200524 in 1m0 zs and detected a 9 min late ~1.5 ppt transit. KarenC observed a full on 20200605 in zs detected a 13 minute late 1.6 ppt transit on target. [P=1.467147] This paper is in an advanced stage as of 20200616. No more observations will be included in the paper.";1600;1;"CARMENES + MAROON-X paper submitted";"P";"Trifon Trifonov Enric Pallé, GJ 486 confirmation Published";2.83;708;3588;41.75;1;
1600;"TOI01136.02";192.1848875;64.855319444444;9.5;;;5;;"Observed on 24th of February2024 Report: We do not detect the transit event, the transit is too shallow and the light curve scatter is relatively large due to a lack of bright reference stars in the field. The target star is bright (V~9.5 mag) so we need to defocused and there are no good (bright) stars in the field. I think this target is not feasible with MuSCAT2.";6.25725;;2460088.3438;;915;3.27;;;;0;1;1;1;"Yes";2460654.0568;0.04;6.25725;0.0002;0.13625;0.33029;3;"[P=6.2581224] [Planet c in Dai et al. 2022] multi; Passes TRES Recon. Eric Girardin observed a egress+80% on 20200221 in ip and again cleared the field. Update to QLP s48. [P=6.2587919] Update T0 and P from Dai+. RickS: HAL-0m4P 35-ip-0.0 F on 20230412. Inconclusive aat 0.9 ppt. KarenC/ LCO-Teid-1m0 observed a nominal full on 20240224 in zs and likely detected a ~20 minute late ~1 ppt event on target relative to the Fei Dai non-linear ephemeris. Felipe Murgas/ MuSCAT2 observed a defocused full on 20240224 in gp, rp, ip, zs and cleared 1/2 neighbors over the window and did not see an obvious NEB. Rick Schwarz/ KarenC/ LCO-McD-1m0 analyzed a defocused ingress+80% (full cut short by weather) on 20240302 in zs and using double-detrending possibly detected a 37 min (0.4σ) late ~1.5 ppt (1.6x qlp) ingress in an uncontaminated 10.9" target aperture. Removing C3 shows consistent with flat. Inconclusive. HowieR/ CristilynW/ LCO-TEID-1m0/ analyzed a nominal full on 20240503 in zs and did not see an obvious ~0.9 ppt event over the window using an uncontaminated 10.5" target aperture. No more observations needed, except for extreme precision (<0.6 ppt/10 min) in a red (r', R, i', I, z, Y) filter to monitor TTVs.";915;1;""";"P";"TTVs continue in s75 Daniel Jontof-Hutter also interested in TTVs Fei Dai TTV and RM Published Fei Dai Interested in TTV Monitoring";2.34;1061;5729;210.6;1;
1601;"TOI01136.03";192.1848875;64.855319444444;9.5;;;5;;;26.3162;;2460094.3687;;1596;4.96;;;;0;1;1;1;"No";2460646.9967;0.04;26.3162;0.0017;0.2066666667;0.188666;4;"[P=26.3218640] [Planet f from Dai et al. 2022] possible multi; Passes TRES Recon. Paul Benni/ASP observed an egress on 20220430 in ip and with airmass detrending possibly detected an ~86 min (0.6σ) early ~3 ppt event using a mostly uncontaminated 9.0" target aperture. An unpublished QLP s39 ephemeris shows the event should have happened 230 min early (+/- 4 min), and just before these observations started. Update to QLP s48. [P=26.3218638] Update T0 and P from Dai+. Rick Schwarz/LCO-Teid+McD-1m0 analyzed an ingress+50% and a full on 20230407 in zs and detected an ~on-time 1.8 ppt ingress and full, respectively using an uncontaminated 9-11" target aperture. Rick Schwarz/ LCO-Teid-1m0 analyzed a defocused (2.5) full on 20240313 in zs and detected a ~35 min (0.2σ) late ~1.7 ppt event using an uncontaminated 10.9" target aperture. No more observations needed, except high precision (<1 ppt/10 min) *full-only* transits in a red (r', R, i', I, z) filter to monitor TTVs.";1596;1;""";"P";"Fei Dai TTV and RM Published Fei Dai Interested in TTV Monitoring";1.64;657;5729;31;0;
1602;"TOI01136.04";192.1848875;64.855319444444;9.5;;;5;;;18.7992;;2460088.3122;;629;4.45;;;;0;1;1;1;"No";2460652.1064;0.04;18.7992;0.0017;0.1854166667;0.270919;2.5;"Planet e in Dai et al. 2022. EricG analyzed a full on 20210325 in GdP ip and and cleared T2, but not T3 (which may be affected by lack of centroiding on the bright star). SPOC limits the event to T1 or T2, so the field is cleared. Update T0 and P from Dai+. KarenC: TIC142276270-04_20230328_LCO-Hal-0m35_ip_16s attempt. Poor weather. Inconclusive. No more observations needed, except for extreme precision (<0.3 ppt/10 min) in a red (r', R, i', I, z, Y) filter to monitor TTVs.";629;;;"P";"Fei Dai TTV and RM Published Fei Dai Interested in TTV Monitoring";1.25;736;5729;48.6;0;
269;"TOI01136.01";192.18491666667;64.855275;9.5;0;0;2;;"Judith's TTV target (updated 2025-08). Don't upload to TFOP! Old comments ------------------------ Please observe this special target ONLY WHEN above elevation ~ 40 deg. I redid the photometry for TOI-1136.01 to see if we can get anything out of it. The (only) comparison star we have is variable (as noted earlier by Taku), there are strong clouds, the field jumps from time to time, and both stars are out of the FOV for a long duration (as also noted in the night report). In total -> useless data and bad target for us because the only possible comparison star is variable. Target proposed by KESPRINT (Lahm) as a possible multi-candidate system, only 1 planet has apehemeris";12.51868;0;2458686.07241;0;0;0.17;0;0;0;0;1;;5;"No";2460589.1777;0.04;12.51937;3.0E-5;0.1716666667;0.22;4.7;"[P=12.5182728] [Planet d in Dai et al. 2022] possible multi-planet system; Passes TRES Recon. Allyson observed an egress + 70% on 20200125 in zs and maybe detected a shallow sloped egress. However, the SPOC light curve shows a short, distinct ingress and egress. The field is cleared. PereG observed a full with a cloud break on 20200302 in OAA Ic and possibly detected a 90 min early (~1.3 sigma) egress in the target aperture. Update to QLP s48. [P=12.5187279] Update TTV T0 and P from Dai. Rick Schwarz/LCO-McD-1m0 analyzed a full on 20230416 in zs and detected a 51.0 min (0.9σ) late 13 min (1.0σ) longer 2.5 ppt transit using an uncontaminated 10.1" target aperture. RickS: McD-0m4P 20230416 35-ip-0.0 F. Saturated, but no obvious 2 ppt event. Allyson Bieryla/KeplerCam observed a full on 20230416 in zp and apparently ruled out an on-time 2.27 ppt event on target. There is an apparent possible egress near predicted ingress, and possible ingress about an hour before predicted egress. [Update to Dai TTV model with LCO 1m] Rick Schwarz/LCO-McD-0m35 analyzed a nominal full on 20230511 in ip and probably detected a 54 min (0.9σ) late ~3 ppt ingress using an uncontaminated 13.1" target aperture. Howie Relles/ CristilynW/ LCO-McD-1m0/ analyzed a weather-affected ingress+30% on 20240413 in zs and possibly detected a ~10 min. late ~3 ppt ingress using an uncontaminated 7.8" target aperture. Howie Relles/ LCO-TEID-1m0 analyzed a full (limited pre-OOT) on 20240520 in zs and detected an ~on-time, V-shaped, ~2.2 ppt event using an uncontaminated 8.6" target aperture. Rick Schwarz/ LCO-McD-0m35/ analyzed a full on 20250220 in ip and probably detected an on-time ~2.4 ppt [(Rp/R*)²: 2.0 ppt] event using an uncontaminated 7.3" target aperture. Roberto Zambelli/ CMO-0m4/ observed a full on 20250304 in ic and detected a ~0-15 min early ~4 ppt event using an uncontaminated 6.4" target aperture. No more observations needed, except for high precision (<1.0 ppt/10 min) in a red (r', R, i', I, z, Y) filter to monitor TTVs.";2270;1;"HIRES-TKS(88, Howard), HARPS-N-Nowak (51), APF(139), HARPS-N/GAPS (84)";"P";"Fei Dai Interested in TTV Monitoring Daniel Jontof-Hutter also interested in TTVs Fei Dai TTV and RM Published";7.2;842;5729;83.5;4;
